,Unnamed: 0,pre,post,cel_jsh,cel_n2u,n930,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,witvliet_7,witvliet_8,conserved,average_size,Z,classification,significance,Z_abs,male_only,herm_only,both_sexes
1289,1201.0,AVE,AIZ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.707,0,non-specific,0.707,0,1,0
1290,1202.0,AVE,ALM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1291,1203.0,AVE,CEPD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,non-specific,0.0,0,1,0
1292,1204.0,AVE,OLL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1293,1205.0,AVE,RIM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1294,1206.0,AVE,RMG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.116,0,non-specific,1.116,0,1,0
1295,1207.0,AVE,URX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1296,1208.0,AVE,AIB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
1297,1209.0,AVE,RIB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,non-specific,0.0,0,1,0
1298,1210.0,AVE,RIG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,non-specific,0.0,0,1,0
1299,1211.0,AWC,AIA,36.0,15.0,12.0,10.0,7.0,9.0,10.0,15.0,13.0,22.0,22.0,11.0,15.545454545454543,0.247,stable,non-specific,0.247,0,0,1
1300,1212.0,AWC,AIB,42.0,35.0,15.0,11.0,10.0,15.0,20.0,24.0,22.0,22.0,30.0,11.0,22.363636363636363,1.629,stable,non-specific,1.629,0,0,1
1301,1213.0,AWC,AIY,36.0,56.0,47.0,4.0,11.0,12.0,14.0,20.0,17.0,25.0,34.0,11.0,25.09090909090909,0.515,stable,non-specific,0.515,0,0,1
1302,1214.0,AWC,AIZ,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,7.0,2.2857142857142856,0.707,variable,non-specific,0.707,0,1,0
1303,1215.0,AWC,ASE,10.0,14.0,4.0,1.0,4.0,4.0,8.0,7.0,3.0,7.0,6.0,11.0,6.181818181818182,1.538,stable,non-specific,1.538,0,0,1
1304,1215.0,AWC,ASE,10.0,14.0,4.0,1.0,4.0,4.0,8.0,7.0,3.0,7.0,6.0,11.0,6.181818181818182,1.538,variable,non-specific,1.538,0,0,1
1305,1216.0,AWC,ASG,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.75,1.302,variable,non-specific,1.302,0,1,0
1306,1217.0,AWC,ASI,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,3.6666666666666665,1.353,variable,non-specific,1.353,0,1,0
1307,1218.0,AWC,AWC,39.0,28.0,0.0,2.0,7.0,5.0,8.0,19.0,14.0,24.0,22.0,10.0,16.8,2.898,stable,hermaphrodite-specific,2.898,0,1,0
1308,1219.0,AWC,ADL,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.75,0.0,variable,non-specific,0.0,0,1,0
1309,1220.0,AWC,AIN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.5,0.0,variable,non-specific,0.0,0,1,0
1310,1221.0,AWC,BAG,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,2.25,0.0,variable,non-specific,0.0,0,1,0
1311,1222.0,AWC,IL1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1312,1223.0,AWC,IL2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.25,0.972,variable,non-specific,0.972,0,1,0
1313,1224.0,AWC,ADF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1314,1225.0,AWC,AFD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.972,variable,non-specific,0.972,0,1,0
1315,1226.0,AWC,ASH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1316,1227.0,AWC,AVA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1317,1228.0,AWC,RIA,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,1.61,0,non-specific,1.61,0,1,0
1318,1229.0,AWC,RIV,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.116,0,non-specific,1.116,0,1,0
1319,1230.0,AWC,SMD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1320,1231.0,AWC,ASK,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.3333333333333333,-0.972,variable,non-specific,0.972,0,0,1
1321,1232.0,AWC,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1323,1234.0,AWC,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
1325,1236.0,PVC,AVA,5.0,9.0,7.0,0.0,1.0,1.0,2.0,9.0,4.0,7.0,8.0,10.0,5.3,0.622,stable,non-specific,0.622,0,0,1
1326,1236.0,PVC,AVA,5.0,9.0,7.0,0.0,1.0,1.0,2.0,9.0,4.0,7.0,8.0,10.0,5.3,0.622,variable,non-specific,0.622,0,0,1
1327,1237.0,PVC,AVB,67.0,77.0,44.0,3.0,4.0,8.0,7.0,7.0,21.0,34.0,33.0,11.0,27.727272727272727,1.933,stable,non-specific,1.933,0,0,1
1328,1238.0,PVC,AVD,16.0,35.0,12.0,1.0,1.0,2.0,4.0,2.0,13.0,13.0,12.0,11.0,10.090909090909092,2.005,stable,hermaphrodite-specific,2.005,0,0,1
1329,1239.0,PVC,AVE,22.0,30.0,7.0,1.0,2.0,3.0,4.0,3.0,6.0,11.0,8.0,11.0,8.818181818181818,1.591,stable,non-specific,1.591,0,0,1
1330,1240.0,PVC,AVJ,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,6.0,3.0,1.353,variable,non-specific,1.353,0,1,0
1331,1240.0,PVC,AVJ,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,6.0,3.0,1.353,developmentally dynamic (strengthened),non-specific,1.353,0,1,0
1332,1241.0,PVC,FLP,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,1.6,0.972,variable,non-specific,0.972,0,1,0
1333,1242.0,PVC,PVC,2.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,3.333333333333333,1.528,variable,non-specific,1.528,0,0,1
1334,1243.0,PVC,RID,12.0,27.0,5.0,1.0,1.0,3.0,4.0,1.0,8.0,10.0,6.0,11.0,7.090909090909091,2.402,stable,hermaphrodite-specific,2.402,0,0,1
1335,1243.0,PVC,RID,12.0,27.0,5.0,1.0,1.0,3.0,4.0,1.0,8.0,10.0,6.0,11.0,7.090909090909091,2.402,variable,hermaphrodite-specific,2.402,0,0,1
1336,1244.0,PVC,RIS,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.1666666666666667,0.972,variable,non-specific,0.972,0,1,0
1337,1245.0,PVC,SIA,12.0,0.0,9.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,8.0,3.875,-1.723,variable,non-specific,1.723,0,0,1
1338,1246.0,PVC,SIBD,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,7.0,5.0,3.4,0.0,variable,non-specific,0.0,0,1,0
1339,1247.0,PVC,SIBV,14.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,8.0,4.75,0.0,variable,non-specific,0.0,0,0,1
1340,1248.0,PVC,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1341,1249.0,PVC,ADE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1342,1250.0,PVC,AQR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.6666666666666667,0.972,post-embryonic brain integration,non-specific,0.972,0,1,0
1343,1251.0,PVC,DVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.485,variable,non-specific,1.485,0,1,0
1344,1252.0,PVC,AVH,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.25,0.707,variable,non-specific,0.707,0,1,0
1345,1253.0,PVC,BDU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1346,1254.0,PVC,RIH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1347,1255.0,PVC,SMB,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.116,variable,non-specific,1.116,0,1,0
1348,1256.0,PVC,ADL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
1349,1257.0,PVC,ASH,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
1350,1258.0,PVC,PVP,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1351,1259.0,PVC,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
1352,1260.0,PVC,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1353,1261.0,PVC,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1355,1263.0,AFD,AIY,85.0,56.0,83.0,6.0,5.0,8.0,11.0,16.0,15.0,27.0,20.0,11.0,30.181818181818183,-2.356,stable,male-specific,2.356,0,0,1
1356,1263.0,AFD,AIY,85.0,56.0,83.0,6.0,5.0,8.0,11.0,16.0,15.0,27.0,20.0,11.0,30.181818181818183,-2.356,variable,male-specific,2.356,0,0,1
1357,1264.0,AFD,ASE,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,2.1666666666666665,1.733,variable,non-specific,1.733,0,1,0
1358,1265.0,AFD,AWA,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.3333333333333333,-0.972,variable,non-specific,0.972,0,0,1
1359,1266.0,AFD,ADF,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1360,1267.0,AFD,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1361,1268.0,AFD,AUA,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.5,-0.972,variable,non-specific,0.972,0,0,1
1362,1269.0,AFD,BAG,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,2.333333333333333,0.0,variable,non-specific,0.0,0,1,0
1363,1270.0,AFD,AIB,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.707,variable,non-specific,0.707,0,1,0
1364,1271.0,AFD,AWC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1365,1272.0,AFD,AFD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
1366,1273.0,AFD,AIN,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.116,variable,non-specific,1.116,0,1,0
1367,1274.0,AFD,AWB,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.5,1.302,variable,non-specific,1.302,0,1,0
1370,1277.0,AWA,ADF,19.0,12.0,22.0,2.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,9.0,7.444444444444445,-1.65,variable,non-specific,1.65,0,0,1
1371,1278.0,AWA,ADL,3.0,0.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,10.0,2.6,-1.116,developmentally dynamic (weakened),non-specific,1.116,0,0,1
1372,1279.0,AWA,AFD,13.0,30.0,22.0,0.0,0.0,0.0,1.0,5.0,4.0,9.0,11.0,8.0,11.875,0.478,developmentally dynamic (strengthened),non-specific,0.478,0,0,1
1373,1280.0,AWA,AIY,12.0,11.0,15.0,2.0,1.0,1.0,2.0,2.0,3.0,7.0,9.0,11.0,5.909090909090909,-0.582,stable,non-specific,0.582,0,0,1
1374,1281.0,AWA,AIZ,40.0,51.0,128.0,0.0,2.0,4.0,7.0,13.0,12.0,26.0,26.0,10.0,30.9,-5.453,stable,male-specific,5.453,0,0,1
1375,1281.0,AWA,AIZ,40.0,51.0,128.0,0.0,2.0,4.0,7.0,13.0,12.0,26.0,26.0,10.0,30.9,-5.453,variable,male-specific,5.453,0,0,1
1376,1282.0,AWA,ASE,1.0,12.0,5.0,2.0,4.0,4.0,6.0,7.0,4.0,10.0,12.0,11.0,6.090909090909091,1.06,stable,non-specific,1.06,0,0,1
1377,1283.0,AWA,ASH,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,2.2,0.972,developmentally dynamic (strengthened),non-specific,0.972,0,1,0
1378,1284.0,AWA,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1379,1285.0,AWA,AWB,15.0,14.0,10.0,5.0,5.0,8.0,10.0,12.0,9.0,9.0,11.0,11.0,9.818181818181818,0.251,stable,non-specific,0.251,0,0,1
1380,1285.0,AWA,AWB,15.0,14.0,10.0,5.0,5.0,8.0,10.0,12.0,9.0,9.0,11.0,11.0,9.818181818181818,0.251,variable,non-specific,0.251,0,0,1
1381,1286.0,AWA,RIF,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,3.4,1.353,developmentally dynamic (strengthened),non-specific,1.353,0,1,0
1382,1287.0,AWA,AIA,0.0,3.0,0.0,3.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,8.0,3.0,1.116,stable,non-specific,1.116,0,1,0
1383,1288.0,AWA,AUA,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.5,-0.486,variable,non-specific,0.486,0,0,1
1384,1289.0,AWA,AWA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1385,1290.0,AWA,RIB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-1.116,variable,non-specific,1.116,0,0,1
1386,1291.0,AWA,ASJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1387,1292.0,AWA,AVH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1388,1293.0,AWA,SMB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1389,1294.0,AWA,AWC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1390,1295.0,AWA,PVQ,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.3333333333333333,0.0,variable,non-specific,0.0,0,1,0
1391,1296.0,AWA,ASK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.5,0.0,variable,non-specific,0.0,0,1,0
1392,1297.0,AWA,ADA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.5,0.972,variable,non-specific,0.972,0,1,0
1393,1298.0,AWA,ASG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.972,variable,non-specific,0.972,0,1,0
1394,1299.0,AWA,ASI,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6666666666666667,0.0,variable,non-specific,0.0,0,0,1
1395,1300.0,AWA,RIG,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.5,1.465,variable,non-specific,1.465,0,1,0
1396,1301.0,AWA,RIR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
1397,1302.0,AWA,AIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1399,1304.0,AWA,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1401,1306.0,ASG,AIA,95.0,126.0,125.0,7.0,7.0,9.0,13.0,17.0,13.0,29.0,19.0,11.0,41.81818181818182,-1.561,stable,non-specific,1.561,0,0,1
1402,1307.0,ASG,AIB,36.0,23.0,8.0,0.0,1.0,1.0,1.0,2.0,6.0,7.0,4.0,10.0,8.9,2.564,stable,hermaphrodite-specific,2.564,0,0,1
1403,1308.0,ASG,AIM,8.0,0.0,6.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,9.0,3.6666666666666665,-1.465,developmentally dynamic (weakened),non-specific,1.465,0,0,1
1404,1309.0,ASG,ASE,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.5,0.744,variable,non-specific,0.744,0,0,1
1405,1310.0,ASG,AWC,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.5,0.0,variable,non-specific,0.0,0,1,0
1406,1311.0,ASG,ASJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1407,1312.0,ASG,AIN,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.972,0,non-specific,0.972,0,1,0
1408,1313.0,ASG,AIY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1409,1314.0,ASG,ASK,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.972,0,non-specific,0.972,0,1,0
1410,1315.0,ASG,AIZ,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-1.116,variable,non-specific,1.116,0,0,1
1411,1316.0,ASG,CEPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1413,1318.0,ASG,RIC,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,-1.302,0,non-specific,1.302,1,0,0
1415,1320.0,RIF,ADA,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,6.0,2.1666666666666665,0.0,variable,non-specific,0.0,0,1,0
1416,1321.0,RIF,ALM,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,8.0,2.0,1.353,variable,non-specific,1.353,0,1,0
1417,1322.0,RIF,ASH,2.0,6.0,0.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,10.0,3.1,1.465,developmentally dynamic (weakened),non-specific,1.465,0,1,0
1418,1323.0,RIF,AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1419,1324.0,RIF,AVB,83.0,71.0,84.0,6.0,10.0,9.0,10.0,18.0,17.0,30.0,31.0,11.0,33.54545454545455,-1.622,stable,non-specific,1.622,0,0,1
1420,1325.0,RIF,AVF,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,6.0,2.6666666666666665,-1.083,post-embryonic brain integration,non-specific,1.083,0,0,1
1421,1326.0,RIF,AVH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,7.0,2.4285714285714284,0.0,developmentally dynamic (strengthened),non-specific,0.0,0,0,1
1422,1327.0,RIF,AVJ,27.0,11.0,0.0,3.0,9.0,7.0,5.0,7.0,7.0,5.0,5.0,10.0,8.6,2.123,stable,hermaphrodite-specific,2.123,0,1,0
1423,1328.0,RIF,BDU,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,variable,non-specific,0.0,0,1,0
1424,1329.0,RIF,PVP,18.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,3.0,9.0,8.0,6.875,2.372,variable,hermaphrodite-specific,2.372,0,1,0
1425,1330.0,RIF,RIM,43.0,26.0,76.0,0.0,3.0,4.0,3.0,9.0,7.0,17.0,11.0,10.0,19.9,-2.239,stable,male-specific,2.239,0,0,1
1426,1330.0,RIF,RIM,43.0,26.0,76.0,0.0,3.0,4.0,3.0,9.0,7.0,17.0,11.0,10.0,19.9,-2.239,variable,male-specific,2.239,0,0,1
1427,1331.0,RIF,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
1428,1332.0,RIF,PVC,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,0.972,variable,non-specific,0.972,0,1,0
1429,1333.0,RIF,AVE,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6666666666666667,-1.116,variable,non-specific,1.116,0,0,1
1431,1335.0,RIF,PVQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1432,1336.0,RIF,ADL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1433,1337.0,RIF,AIZ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
1434,1338.0,RIF,AWB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
1435,1339.0,RIF,CEPV,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
1437,1341.0,RIF,RIA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.707,0,non-specific,0.707,0,1,0
1438,1342.0,RIF,RIF,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,non-specific,0.0,0,0,1
1439,1343.0,RIF,RIP,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
1440,1344.0,RIF,URX,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.116,variable,non-specific,1.116,0,1,0
1441,1345.0,RIF,AIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,variable,non-specific,0.0,0,1,0
1442,1346.0,RIF,AIB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-1.116,variable,non-specific,1.116,0,0,1
1443,1347.0,RIF,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,variable,non-specific,0.0,0,1,0
1444,1348.0,RIF,AQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
1445,1349.0,RIF,AVD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.3333333333333333,0.0,variable,non-specific,0.0,0,1,0
1446,1350.0,RIF,PVN,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
1447,1351.0,RIF,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
1448,1352.0,RIF,AVA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0,non-specific,0.0,0,0,1
1449,1353.0,RIF,ADE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,non-specific,0.0,0,1,0
